               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.021981,           0.0071388,           0.0032293,              0.8788,             0.92455,             0.95702,             0.75587,            0.016622,           0.0029563,           0.0022861,           0.0070102,           0.0070102,           0.0070102
                 153,             0.02387,           0.0068047,            0.002827,             0.85695,             0.95771,              0.9556,              0.8235,            0.012729,           0.0028556,           0.0021994,           0.0069904,           0.0069904,           0.0069904
                 154,            0.022777,           0.0069062,            0.003266,             0.88284,              0.9719,              0.9571,             0.82153,            0.015576,           0.0029221,           0.0021985,           0.0069706,           0.0069706,           0.0069706
                 155,            0.024072,            0.006306,           0.0030414,             0.87131,             0.96283,             0.95301,             0.79812,            0.015045,           0.0028614,           0.0023135,           0.0069508,           0.0069508,           0.0069508
                 156,            0.022722,           0.0067062,           0.0032562,             0.84123,              0.9918,             0.95186,             0.83586,            0.011645,            0.002833,           0.0023825,            0.006931,            0.006931,            0.006931
                 157,            0.021177,           0.0066694,           0.0033064,               0.822,             0.99192,             0.95146,             0.81845,            0.013448,           0.0030328,           0.0023949,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022431,           0.0075509,           0.0028957,             0.81694,             0.98283,             0.95683,             0.82621,             0.01422,           0.0030029,           0.0023585,           0.0068914,           0.0068914,           0.0068914
                 159,            0.021828,           0.0063286,           0.0035626,             0.84875,             0.97155,             0.95894,             0.83851,            0.013871,           0.0028906,           0.0022251,           0.0068716,           0.0068716,           0.0068716
                 160,            0.022303,           0.0067113,           0.0031253,             0.89022,                0.93,             0.96179,              0.8252,            0.014797,           0.0029191,           0.0022023,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022641,            0.007199,           0.0028847,             0.88314,             0.95045,             0.96065,              0.8159,             0.01294,           0.0028252,           0.0021585,            0.006832,            0.006832,            0.006832
                 162,            0.021587,           0.0068167,           0.0027824,             0.87569,             0.95113,             0.96155,             0.81289,            0.014604,           0.0028042,           0.0021538,           0.0068122,           0.0068122,           0.0068122
                 163,            0.021753,           0.0069027,           0.0032456,             0.88403,             0.97325,             0.95925,             0.81265,             0.01543,           0.0028739,           0.0021761,           0.0067924,           0.0067924,           0.0067924
                 164,            0.021452,           0.0073132,           0.0028925,             0.88057,             0.97381,             0.95886,             0.83763,            0.013223,           0.0029069,           0.0022028,           0.0067726,           0.0067726,           0.0067726
                 165,            0.020668,           0.0067552,            0.002914,             0.84342,             0.97328,             0.95742,             0.79314,            0.014108,           0.0030236,           0.0022212,           0.0067528,           0.0067528,           0.0067528
                 166,            0.021058,           0.0064667,           0.0034836,             0.84901,             0.95955,             0.96174,             0.82146,            0.014074,           0.0029236,           0.0022236,            0.006733,            0.006733,            0.006733
                 167,            0.020354,           0.0061268,           0.0028957,             0.87382,             0.96172,             0.95997,             0.83741,            0.012496,           0.0028682,           0.0021316,           0.0067132,           0.0067132,           0.0067132
                 168,            0.022585,           0.0070943,           0.0027766,             0.87017,              0.9593,             0.96417,             0.80817,             0.01592,           0.0029647,           0.0020881,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022176,           0.0068311,           0.0027207,             0.86024,             0.93843,             0.96347,             0.83372,            0.015535,           0.0028473,           0.0020447,           0.0066736,           0.0066736,           0.0066736
                 170,            0.020244,           0.0063772,           0.0028076,             0.87407,             0.96731,             0.96393,             0.80838,            0.015226,           0.0028513,           0.0020317,           0.0066538,           0.0066538,           0.0066538
                 171,             0.02086,           0.0072773,           0.0026721,              0.8915,                0.97,             0.96444,             0.82723,            0.012252,           0.0027487,           0.0020274,            0.006634,            0.006634,            0.006634
                 172,            0.021862,           0.0062876,            0.002682,             0.89347,                0.96,             0.96195,             0.83131,            0.012834,           0.0028263,           0.0020239,           0.0066142,           0.0066142,           0.0066142
                 173,            0.020294,           0.0061903,           0.0026159,             0.88419,             0.94889,             0.95816,             0.83566,            0.013275,           0.0028486,           0.0020264,           0.0065944,           0.0065944,           0.0065944
                 174,             0.02124,           0.0069193,           0.0029493,              0.8878,              0.9553,             0.96101,             0.81394,            0.013631,           0.0028518,           0.0020413,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02082,           0.0062837,           0.0026473,             0.89204,             0.95727,             0.95933,             0.78685,            0.016242,           0.0029018,           0.0020534,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022298,           0.0067917,           0.0027929,             0.88779,             0.95338,             0.95957,              0.8079,            0.013774,           0.0028202,           0.0020604,            0.006535,            0.006535,            0.006535
                 177,            0.018498,            0.006882,            0.002805,             0.88705,             0.95328,             0.96153,             0.85622,            0.012048,           0.0028073,           0.0020151,           0.0065152,           0.0065152,           0.0065152
                 178,            0.021674,           0.0063803,           0.0030567,             0.88669,                0.95,             0.96137,             0.84342,            0.011615,           0.0028015,           0.0019914,           0.0064954,           0.0064954,           0.0064954
                 179,            0.020425,           0.0061623,           0.0027498,             0.89241,               0.933,              0.9597,             0.82724,            0.013407,            0.002924,           0.0019467,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021239,           0.0065166,           0.0028634,             0.88148,             0.94539,             0.95753,             0.80823,            0.012976,           0.0029504,           0.0019331,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021211,            0.006231,           0.0026785,             0.88307,             0.96352,             0.95894,             0.80606,            0.012546,           0.0029423,           0.0019559,            0.006436,            0.006436,            0.006436
                 182,            0.022038,           0.0072604,           0.0028556,             0.86499,             0.98393,             0.96003,               0.845,            0.013553,           0.0029156,           0.0019781,           0.0064162,           0.0064162,           0.0064162
                 183,            0.020566,           0.0062665,           0.0033197,              0.8782,             0.98325,             0.95438,             0.83714,            0.012434,           0.0027336,           0.0020084,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021494,           0.0061624,             0.00277,             0.88527,             0.99231,             0.95829,             0.83163,            0.013719,           0.0026644,           0.0020196,           0.0063766,           0.0063766,           0.0063766
                 185,             0.02076,           0.0065706,           0.0030446,             0.88543,             0.99351,             0.96432,             0.84906,            0.011935,           0.0026101,           0.0020561,           0.0063568,           0.0063568,           0.0063568
                 186,            0.020628,            0.006363,           0.0027691,             0.90361,              0.9692,             0.96531,             0.80579,            0.015474,           0.0027353,           0.0020588,            0.006337,            0.006337,            0.006337
                 187,             0.02086,           0.0064168,           0.0029322,             0.89381,             0.96386,             0.96701,             0.83691,            0.013526,           0.0028255,           0.0020498,           0.0063172,           0.0063172,           0.0063172
                 188,            0.020844,           0.0062009,           0.0031218,             0.88595,             0.95135,             0.96388,             0.84339,            0.012521,           0.0028897,           0.0020727,           0.0062974,           0.0062974,           0.0062974
                 189,            0.019282,           0.0056602,           0.0029264,             0.87749,              0.9526,             0.95742,             0.81798,            0.013742,           0.0029472,             0.00209,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021287,           0.0061475,           0.0035106,             0.89394,             0.94346,              0.9606,             0.82659,            0.012506,            0.002889,           0.0020698,           0.0062578,           0.0062578,           0.0062578
                 191,            0.019834,           0.0065368,           0.0026875,             0.89883,             0.95569,             0.96817,              0.8665,            0.010882,           0.0027783,           0.0020385,            0.006238,            0.006238,            0.006238
                 192,            0.019984,            0.007631,           0.0030005,             0.90824,                0.96,             0.97991,             0.84367,             0.01276,           0.0026674,           0.0019794,           0.0062182,           0.0062182,           0.0062182
                 193,            0.018771,           0.0064486,           0.0029754,             0.92279,             0.95455,             0.98003,             0.86842,            0.012645,           0.0025987,           0.0019817,           0.0061984,           0.0061984,           0.0061984
                 194,            0.019048,           0.0061572,           0.0027843,              0.9247,             0.95941,             0.97802,             0.83845,             0.01344,            0.002615,           0.0019635,           0.0061786,           0.0061786,           0.0061786
                 195,             0.01912,            0.006381,           0.0025204,             0.89642,             0.96474,             0.97832,              0.8272,             0.01434,           0.0026585,           0.0018999,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02125,           0.0063211,           0.0024357,             0.90789,                0.97,             0.97719,             0.87486,            0.012584,            0.002617,           0.0019105,            0.006139,            0.006139,            0.006139
                 197,            0.019782,           0.0067922,           0.0026732,              0.9075,                0.98,             0.98018,             0.85378,             0.01443,           0.0027451,           0.0019169,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021656,            0.006185,           0.0024909,             0.90342,             0.97724,             0.98122,             0.82297,            0.012874,           0.0026965,           0.0019565,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021817,           0.0064857,           0.0025462,             0.90503,             0.96027,             0.98242,             0.86756,            0.010455,           0.0026154,           0.0019979,           0.0060796,           0.0060796,           0.0060796
                 200,            0.020413,           0.0054217,           0.0029152,             0.88062,             0.97026,             0.98389,             0.81996,            0.011063,           0.0026174,           0.0020072,           0.0060598,           0.0060598,           0.0060598
                 201,            0.018301,           0.0059948,           0.0026916,             0.93054,             0.96431,             0.98439,             0.86064,            0.011734,           0.0025594,           0.0020049,             0.00604,             0.00604,             0.00604
                 202,            0.019523,           0.0060155,           0.0027946,             0.94054,                0.97,             0.98166,             0.85944,            0.012508,            0.002579,           0.0020036,           0.0060202,           0.0060202,           0.0060202
                 203,             0.01914,           0.0070149,           0.0030252,             0.92932,             0.96181,             0.97919,             0.87763,            0.011375,           0.0026313,           0.0019786,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021426,           0.0066278,           0.0033993,             0.91694,             0.95087,              0.9789,             0.84019,            0.013318,           0.0026773,           0.0019805,           0.0059806,           0.0059806,           0.0059806
                 205,            0.018123,           0.0065925,           0.0033888,             0.91661,             0.95186,             0.97729,             0.87278,             0.01108,           0.0025936,           0.0019958,           0.0059608,           0.0059608,           0.0059608
                 206,            0.019142,            0.006073,           0.0026248,             0.90728,                0.96,             0.97648,             0.88791,            0.010449,           0.0025438,           0.0020128,            0.005941,            0.005941,            0.005941
                 207,            0.019392,           0.0067219,           0.0026031,             0.90177,             0.96647,             0.97967,             0.85946,            0.012362,           0.0025491,           0.0020013,           0.0059212,           0.0059212,           0.0059212
                 208,            0.018815,           0.0058241,           0.0034686,             0.90734,              0.9752,             0.97911,             0.86466,             0.01103,           0.0025047,           0.0019859,           0.0059014,           0.0059014,           0.0059014
                 209,            0.018794,           0.0065717,           0.0025866,             0.91445,             0.96793,             0.97912,             0.83952,            0.011689,           0.0025975,           0.0019277,           0.0058816,           0.0058816,           0.0058816
                 210,            0.020439,           0.0060623,           0.0025574,             0.90888,             0.96176,             0.97721,             0.85219,            0.012448,           0.0026177,           0.0019369,           0.0058618,           0.0058618,           0.0058618
                 211,            0.019387,           0.0063789,           0.0026659,             0.92082,             0.96689,             0.97751,             0.88543,            0.010534,            0.002592,           0.0019219,            0.005842,            0.005842,            0.005842
                 212,            0.018787,           0.0054258,           0.0025157,             0.90907,             0.95104,             0.97184,             0.86313,            0.012057,             0.00268,           0.0019131,           0.0058222,           0.0058222,           0.0058222
                 213,            0.018825,           0.0061011,           0.0025688,             0.89732,             0.95227,             0.97283,             0.82034,            0.013241,           0.0027437,           0.0019093,           0.0058024,           0.0058024,           0.0058024
                 214,            0.020735,           0.0066916,           0.0024509,             0.88976,             0.94956,             0.97644,             0.83044,             0.01331,           0.0027486,           0.0019033,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019976,           0.0062382,           0.0026919,             0.88339,             0.92996,             0.97735,             0.88531,            0.010145,           0.0026616,           0.0019094,           0.0057628,           0.0057628,           0.0057628
                 216,            0.018298,           0.0064774,           0.0026909,             0.86506,             0.96243,             0.97722,              0.8631,            0.012623,           0.0026758,           0.0019193,            0.005743,            0.005743,            0.005743
                 217,            0.017949,            0.005902,            0.002615,             0.86912,             0.96564,             0.97494,             0.86306,            0.011257,           0.0026686,           0.0018851,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020397,           0.0064585,           0.0028293,             0.89355,              0.9657,             0.97779,             0.87383,            0.010136,           0.0026007,           0.0018742,           0.0057034,           0.0057034,           0.0057034
                 219,            0.016712,           0.0057926,           0.0022801,             0.89819,                0.98,             0.97579,             0.85492,            0.010612,           0.0026097,           0.0018251,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019128,           0.0063009,           0.0025253,             0.90264,             0.96477,              0.9791,             0.85246,            0.011335,           0.0026733,           0.0017757,           0.0056638,           0.0056638,           0.0056638
                 221,            0.017812,           0.0054766,           0.0021143,             0.90032,             0.95245,              0.9752,              0.8504,            0.011222,           0.0025517,           0.0017412,            0.005644,            0.005644,            0.005644
                 222,            0.019302,           0.0059466,           0.0026633,             0.88573,             0.96759,             0.97876,             0.88996,            0.010469,           0.0025149,           0.0017444,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018372,           0.0063307,           0.0022581,             0.90381,             0.97466,             0.98074,             0.86872,            0.011876,           0.0025226,           0.0017438,           0.0056044,           0.0056044,           0.0056044
                 224,            0.018697,           0.0055871,           0.0029425,             0.90757,             0.96663,             0.98265,             0.89324,           0.0099958,           0.0024585,            0.001761,           0.0055846,           0.0055846,           0.0055846
                 225,             0.01783,           0.0053602,           0.0035039,              0.9204,             0.94814,             0.98224,             0.85467,            0.012765,           0.0024617,           0.0017712,           0.0055648,           0.0055648,           0.0055648
                 226,             0.01895,           0.0056919,           0.0023202,             0.91168,             0.95097,              0.9826,             0.88231,             0.01148,           0.0023816,           0.0017838,            0.005545,            0.005545,            0.005545
                 227,            0.018142,           0.0053063,           0.0023477,             0.86994,             0.99851,             0.98204,             0.83946,            0.011933,            0.002417,           0.0017767,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017693,           0.0051574,           0.0023904,             0.88677,                0.98,             0.98058,              0.8734,             0.01009,           0.0023439,           0.0017681,           0.0055054,           0.0055054,           0.0055054
                 229,            0.018665,           0.0052888,           0.0022656,             0.90108,             0.95411,             0.98259,             0.87821,            0.011172,           0.0024284,           0.0017618,           0.0054856,           0.0054856,           0.0054856
                 230,            0.018918,           0.0056441,           0.0024849,             0.89756,               0.959,             0.98058,             0.86069,            0.012374,           0.0025264,           0.0017674,           0.0054658,           0.0054658,           0.0054658
                 231,            0.018669,           0.0056938,           0.0025517,             0.91632,             0.96549,             0.98051,             0.88272,            0.010634,           0.0024016,           0.0017561,            0.005446,            0.005446,            0.005446
                 232,            0.019863,           0.0056675,           0.0028476,             0.92379,             0.95629,             0.98059,             0.86883,            0.011406,           0.0024491,           0.0017445,           0.0054262,           0.0054262,           0.0054262
                 233,            0.017299,           0.0054669,           0.0022559,              0.9057,                0.97,             0.97964,             0.87559,            0.010039,           0.0024234,           0.0017357,           0.0054064,           0.0054064,           0.0054064
                 234,            0.017984,            0.005771,           0.0022092,             0.90349,             0.97805,             0.98112,             0.85545,             0.01257,           0.0023699,           0.0017431,           0.0053866,           0.0053866,           0.0053866
                 235,            0.018864,           0.0057388,           0.0022661,             0.89899,                0.98,             0.97871,             0.86044,            0.011676,           0.0023526,           0.0018062,           0.0053668,           0.0053668,           0.0053668
                 236,            0.019255,           0.0064374,           0.0025225,             0.91254,                0.97,             0.98152,             0.87646,            0.011552,           0.0023986,           0.0018397,            0.005347,            0.005347,            0.005347
                 237,            0.017308,           0.0056804,            0.002686,             0.90012,                0.97,             0.98265,             0.87934,            0.011066,           0.0024722,            0.001819,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019188,           0.0058011,           0.0027376,              0.9164,             0.95059,              0.9839,             0.86735,            0.011202,           0.0024163,           0.0017957,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017046,           0.0063042,           0.0023559,             0.91405,             0.96087,             0.98467,             0.88359,            0.010436,           0.0024352,           0.0017526,           0.0052876,           0.0052876,           0.0052876
                 240,             0.01792,           0.0057264,           0.0022043,             0.91202,                0.96,             0.98415,             0.87782,            0.010716,           0.0024798,           0.0017197,           0.0052678,           0.0052678,           0.0052678
                 241,            0.018149,           0.0060176,           0.0036088,             0.94777,             0.92519,             0.98392,             0.89059,           0.0096139,           0.0023693,           0.0016617,            0.005248,            0.005248,            0.005248
                 242,            0.017064,           0.0058758,           0.0021387,             0.95637,             0.94493,             0.98432,             0.90581,           0.0096717,           0.0023442,           0.0016345,           0.0052282,           0.0052282,           0.0052282
                 243,            0.016897,            0.005591,           0.0022888,             0.93083,             0.94323,             0.98475,             0.84825,            0.011934,           0.0024479,           0.0016042,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018603,           0.0056554,           0.0022484,             0.92986,             0.95629,             0.98429,              0.8675,            0.012054,           0.0024399,           0.0016004,           0.0051886,           0.0051886,           0.0051886
                 245,               0.017,            0.005522,           0.0021366,             0.93784,             0.97449,             0.98442,             0.87169,            0.011826,           0.0024437,           0.0016057,           0.0051688,           0.0051688,           0.0051688
                 246,            0.018805,           0.0063954,           0.0022266,             0.92629,             0.97627,             0.98162,             0.87178,            0.011586,           0.0023793,           0.0016143,            0.005149,            0.005149,            0.005149
                 247,             0.01764,           0.0057507,           0.0022421,             0.94337,             0.97477,             0.98191,              0.8856,             0.01085,           0.0024011,           0.0016281,           0.0051292,           0.0051292,           0.0051292
                 248,            0.016691,           0.0056386,           0.0021218,             0.93867,             0.96965,             0.98207,             0.89324,           0.0098033,           0.0023617,           0.0016214,           0.0051094,           0.0051094,           0.0051094
                 249,            0.017412,           0.0053177,           0.0020987,             0.91648,             0.97605,             0.98278,             0.88169,            0.010464,           0.0024562,           0.0016174,           0.0050896,           0.0050896,           0.0050896
                 250,             0.01726,           0.0053612,           0.0020522,             0.91628,             0.97529,             0.98393,             0.89867,             0.01097,           0.0023911,           0.0016113,           0.0050698,           0.0050698,           0.0050698
                 251,            0.017485,           0.0053747,           0.0021642,             0.93358,             0.96084,             0.98484,             0.86575,             0.01212,            0.002391,           0.0016187,             0.00505,             0.00505,             0.00505
                 252,            0.017852,           0.0057221,           0.0020953,             0.94421,             0.94061,               0.985,             0.88048,            0.010882,            0.002359,           0.0016186,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017497,           0.0058068,           0.0021737,             0.94292,             0.93166,             0.98283,             0.90625,           0.0099343,           0.0022801,           0.0016225,           0.0050104,           0.0050104,           0.0050104
                 254,            0.016804,           0.0054313,           0.0024118,             0.93259,                0.94,             0.98303,             0.90225,           0.0095811,           0.0022735,           0.0016473,           0.0049906,           0.0049906,           0.0049906
                 255,             0.01708,           0.0058572,           0.0021045,             0.93837,                0.96,             0.98451,             0.87862,            0.010553,           0.0023228,           0.0016525,           0.0049708,           0.0049708,           0.0049708
                 256,            0.016473,           0.0050992,           0.0021113,             0.92579,             0.96356,             0.98451,             0.86401,            0.010321,           0.0023178,             0.00164,            0.004951,            0.004951,            0.004951
                 257,            0.016738,           0.0049227,           0.0025453,             0.92737,             0.97069,             0.98189,             0.87562,            0.011517,           0.0023005,           0.0016303,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017078,           0.0056023,            0.002115,             0.93188,             0.96989,             0.97966,             0.87125,            0.010978,           0.0023248,           0.0016242,           0.0049114,           0.0049114,           0.0049114
                 259,            0.017217,           0.0052855,           0.0021215,             0.93246,             0.95501,             0.97835,             0.85247,            0.011718,           0.0023584,           0.0016308,           0.0048916,           0.0048916,           0.0048916
                 260,            0.018253,           0.0054327,           0.0021615,             0.93529,              0.9503,             0.97788,             0.89596,            0.010799,           0.0023444,           0.0016552,           0.0048718,           0.0048718,           0.0048718
                 261,            0.015929,           0.0057449,           0.0021781,             0.93455,             0.95529,             0.97938,             0.91076,            0.011217,           0.0022946,           0.0016463,            0.004852,            0.004852,            0.004852
                 262,            0.017466,           0.0054737,           0.0021748,             0.93259,             0.95885,             0.98009,             0.88022,            0.010858,           0.0022583,           0.0016475,           0.0048322,           0.0048322,           0.0048322
                 263,            0.016756,           0.0052628,           0.0021306,             0.92556,             0.97762,             0.98101,             0.88971,            0.010846,           0.0023032,           0.0016318,           0.0048124,           0.0048124,           0.0048124
                 264,            0.017438,           0.0050723,           0.0020711,             0.92476,             0.97121,             0.98143,              0.9019,           0.0093016,           0.0022624,           0.0016258,           0.0047926,           0.0047926,           0.0047926
                 265,            0.016442,           0.0058627,           0.0021937,             0.91974,             0.96915,             0.98142,              0.8652,           0.0094811,           0.0023306,           0.0016253,           0.0047728,           0.0047728,           0.0047728
                 266,            0.015539,           0.0055036,            0.002006,             0.91426,             0.97483,             0.98157,             0.88207,           0.0092365,           0.0023002,           0.0016147,            0.004753,            0.004753,            0.004753
                 267,            0.016171,           0.0054021,           0.0020786,             0.88902,              0.9868,             0.97778,             0.89063,           0.0088608,           0.0023444,           0.0015912,           0.0047332,           0.0047332,           0.0047332
                 268,            0.015305,           0.0056919,           0.0019773,             0.89527,             0.98653,             0.97741,             0.90368,           0.0089112,           0.0023848,            0.001582,           0.0047134,           0.0047134,           0.0047134
                 269,            0.015153,           0.0050807,           0.0020183,             0.89457,             0.98631,             0.97865,             0.89451,           0.0084016,           0.0023093,           0.0015709,           0.0046936,           0.0046936,           0.0046936
                 270,            0.015698,           0.0057242,            0.002114,             0.90351,             0.98812,             0.97714,             0.90963,           0.0086255,            0.002311,           0.0015416,           0.0046738,           0.0046738,           0.0046738
                 271,            0.016014,           0.0049231,           0.0019495,             0.90796,                0.99,             0.97784,             0.90173,           0.0083151,             0.00229,           0.0015238,            0.004654,            0.004654,            0.004654
                 272,             0.01626,           0.0060399,           0.0021493,              0.9308,             0.95894,             0.97726,             0.90044,           0.0085595,           0.0022645,           0.0015097,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014749,           0.0057388,             0.00212,             0.90385,             0.99798,             0.97565,             0.87536,           0.0097394,           0.0023092,           0.0014689,           0.0046144,           0.0046144,           0.0046144
                 274,            0.016326,           0.0056309,           0.0018879,              0.9281,             0.97011,             0.98116,             0.86198,             0.01093,           0.0023974,           0.0014488,           0.0045946,           0.0045946,           0.0045946
                 275,            0.016156,           0.0052585,           0.0018659,             0.90367,             0.98455,             0.97874,              0.9041,           0.0085877,           0.0022362,           0.0014582,           0.0045748,           0.0045748,           0.0045748
                 276,            0.015824,           0.0055531,           0.0019706,             0.89937,             0.99899,             0.97867,              0.9122,           0.0089694,           0.0021974,           0.0014584,            0.004555,            0.004555,            0.004555
                 277,            0.015529,           0.0052392,           0.0018232,             0.89603,             0.99633,             0.97698,             0.88017,            0.010809,           0.0022362,           0.0014506,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016279,           0.0057227,           0.0019937,             0.89726,             0.99477,             0.97989,             0.90365,            0.010059,           0.0022215,           0.0014618,           0.0045154,           0.0045154,           0.0045154
                 279,               0.015,           0.0054389,           0.0019952,             0.92219,             0.96996,             0.98118,             0.88959,            0.010988,           0.0022415,            0.001453,           0.0044956,           0.0044956,           0.0044956
                 280,            0.016033,           0.0055279,           0.0021301,             0.92316,             0.97425,             0.98219,             0.89735,           0.0098014,           0.0022135,           0.0014479,           0.0044758,           0.0044758,           0.0044758
                 281,            0.015114,           0.0055862,           0.0020278,             0.91615,             0.98204,             0.98553,             0.90427,           0.0090697,           0.0022172,           0.0014598,            0.004456,            0.004456,            0.004456
                 282,            0.016042,           0.0060925,           0.0020012,             0.91302,             0.97878,             0.98418,             0.90018,           0.0094216,            0.002276,           0.0014747,           0.0044362,           0.0044362,           0.0044362
                 283,            0.014989,           0.0050552,           0.0019205,              0.9034,                0.98,             0.98032,             0.91215,           0.0086979,           0.0023813,           0.0014992,           0.0044164,           0.0044164,           0.0044164
                 284,             0.01555,           0.0056568,           0.0019071,             0.90627,                0.98,             0.98067,             0.89857,           0.0094292,           0.0023788,           0.0015077,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015885,           0.0045812,           0.0020145,             0.89798,             0.97681,             0.98374,             0.92481,           0.0092448,           0.0023579,           0.0015209,           0.0043768,           0.0043768,           0.0043768
                 286,            0.016386,           0.0053673,           0.0022295,             0.90124,             0.97742,             0.98371,             0.90836,           0.0095488,           0.0023517,           0.0015267,            0.004357,            0.004357,            0.004357
                 287,            0.016091,            0.005089,           0.0019596,             0.90601,             0.97616,             0.98342,             0.89924,           0.0094329,            0.002294,           0.0015322,           0.0043372,           0.0043372,           0.0043372
                 288,            0.016304,           0.0054529,           0.0019375,             0.91218,             0.97352,             0.98341,             0.90067,            0.010176,           0.0022743,           0.0015228,           0.0043174,           0.0043174,           0.0043174
                 289,            0.014383,           0.0043907,           0.0018573,             0.91753,                0.98,             0.98319,             0.91398,           0.0085184,           0.0022294,           0.0014901,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016127,           0.0053943,           0.0018244,              0.9188,                0.98,             0.98458,               0.904,            0.010269,           0.0022753,           0.0014685,           0.0042778,           0.0042778,           0.0042778
                 291,            0.015109,           0.0061078,           0.0018412,             0.93137,                0.98,             0.98426,             0.88851,            0.009608,             0.00229,           0.0014064,            0.004258,            0.004258,            0.004258
                 292,            0.015609,           0.0054148,           0.0018488,             0.94438,             0.96747,             0.98488,             0.89211,           0.0099488,           0.0022802,           0.0013694,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016513,           0.0048499,           0.0019122,              0.9458,             0.96652,             0.98589,             0.90651,            0.010416,           0.0022038,           0.0013546,           0.0042184,           0.0042184,           0.0042184
                 294,            0.015603,           0.0061501,           0.0019355,              0.9263,             0.98519,             0.98578,             0.91677,           0.0091814,           0.0021869,           0.0013594,           0.0041986,           0.0041986,           0.0041986
                 295,            0.013694,           0.0051343,           0.0020758,              0.9423,                0.98,             0.98473,             0.90127,           0.0084184,           0.0022222,            0.001347,           0.0041788,           0.0041788,           0.0041788
                 296,            0.015745,           0.0053741,            0.001808,             0.94056,                0.98,             0.98431,             0.90304,           0.0083431,           0.0022683,           0.0013495,            0.004159,            0.004159,            0.004159
                 297,            0.014538,           0.0053205,           0.0019633,             0.93242,                0.98,             0.98291,               0.901,            0.009127,           0.0023002,           0.0013479,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015557,           0.0053744,           0.0021527,             0.93604,             0.97931,             0.98431,             0.90094,           0.0085797,           0.0022175,           0.0013544,           0.0041194,           0.0041194,           0.0041194
                 299,            0.015254,           0.0055836,           0.0018781,             0.93225,             0.97763,             0.98659,             0.89081,           0.0085438,           0.0021238,           0.0013738,           0.0040996,           0.0040996,           0.0040996
                 300,            0.015063,           0.0050791,           0.0018299,             0.93066,             0.96857,             0.98736,             0.90334,           0.0089521,           0.0021008,           0.0014001,           0.0040798,           0.0040798,           0.0040798
                 301,              0.0152,             0.00518,           0.0019176,             0.93677,             0.97579,             0.98795,             0.91613,           0.0077934,           0.0021125,           0.0014438,             0.00406,             0.00406,             0.00406
                 302,            0.014348,           0.0049581,           0.0020914,             0.93597,             0.97803,             0.98764,             0.91953,           0.0081488,           0.0021347,            0.001462,           0.0040402,           0.0040402,           0.0040402
                 303,            0.013529,            0.005025,           0.0018345,             0.94285,             0.95874,             0.98525,             0.91716,           0.0088299,           0.0021566,           0.0014486,           0.0040204,           0.0040204,           0.0040204
                 304,            0.015714,            0.005434,           0.0018437,             0.93616,                0.96,             0.98657,             0.91618,           0.0088266,           0.0021795,           0.0014305,           0.0040006,           0.0040006,           0.0040006
                 305,            0.014011,           0.0056287,           0.0017561,             0.91749,                0.96,             0.98429,             0.92115,           0.0087107,           0.0021816,           0.0013934,           0.0039808,           0.0039808,           0.0039808
                 306,            0.014732,           0.0054075,           0.0016466,             0.92205,             0.95595,             0.98252,             0.91065,           0.0080605,           0.0021387,           0.0013666,            0.003961,            0.003961,            0.003961
                 307,            0.014272,           0.0054825,           0.0020647,              0.9163,             0.98224,             0.98197,             0.89722,           0.0085788,           0.0021913,           0.0013409,           0.0039412,           0.0039412,           0.0039412
                 308,            0.015695,           0.0051134,           0.0017053,             0.91592,             0.98244,             0.98197,             0.90221,           0.0088959,           0.0022063,           0.0013271,           0.0039214,           0.0039214,           0.0039214
